,date,Temperature(℃),Humidity(%RH)
5809,2021-02-20 17:28:05+01:00,15.13,71.23
5808,2021-02-20 17:29:05+01:00,15.15,71.17
5807,2021-02-20 17:30:05+01:00,15.17,71.11
5806,2021-02-20 17:31:05+01:00,15.19,71.06
5805,2021-02-20 17:32:05+01:00,15.21,71.0
5804,2021-02-20 17:33:05+01:00,15.23,70.94
5803,2021-02-20 17:34:05+01:00,15.25,70.88
5802,2021-02-20 17:35:05+01:00,15.28,70.82
5801,2021-02-20 17:36:05+01:00,15.2,70.69
5800,2021-02-20 17:37:05+01:00,15.22,70.61
5799,2021-02-20 17:38:05+01:00,15.25,70.52
5798,2021-02-20 17:39:05+01:00,15.28,70.44
5797,2021-02-20 17:40:05+01:00,15.3,70.35
5796,2021-02-20 17:41:05+01:00,15.33,70.27
5795,2021-02-20 17:42:05+01:00,15.36,70.18
5794,2021-02-20 17:43:05+01:00,15.38,70.1
5793,2021-02-20 17:44:05+01:00,15.41,70.01
5792,2021-02-20 17:45:05+01:00,15.44,69.92
5791,2021-02-20 17:46:05+01:00,15.4,69.53
5790,2021-02-20 17:47:05+01:00,15.42,69.62
5789,2021-02-20 17:48:05+01:00,15.44,69.71
5788,2021-02-20 17:49:05+01:00,15.46,69.81
5787,2021-02-20 17:50:05+01:00,15.48,69.9
5786,2021-02-20 17:51:05+01:00,15.5,69.99
5785,2021-02-20 17:52:05+01:00,15.52,70.09
5784,2021-02-20 17:53:05+01:00,15.54,70.18
5783,2021-02-20 17:54:05+01:00,15.56,70.27
5782,2021-02-20 17:55:05+01:00,15.58,70.37
5781,2021-02-20 17:56:05+01:00,15.59,70.45
5780,2021-02-20 17:57:05+01:00,15.6,70.52
5779,2021-02-20 17:58:05+01:00,15.62,70.59
5778,2021-02-20 17:59:05+01:00,15.64,70.66
5777,2021-02-20 18:00:05+01:00,15.66,70.73
5776,2021-02-20 18:01:05+01:00,15.67,70.8
5775,2021-02-20 18:02:05+01:00,15.69,70.87
5774,2021-02-20 18:03:05+01:00,15.71,70.94
5773,2021-02-20 18:04:05+01:00,15.73,71.01
5772,2021-02-20 18:05:05+01:00,15.75,71.09
5771,2021-02-20 18:06:05+01:00,15.77,71.09
5770,2021-02-20 18:07:05+01:00,15.78,71.11
5769,2021-02-20 18:08:05+01:00,15.8,71.14
5768,2021-02-20 18:09:05+01:00,15.82,71.17
5767,2021-02-20 18:10:05+01:00,15.83,71.2
5766,2021-02-20 18:11:05+01:00,15.85,71.23
5765,2021-02-20 18:12:05+01:00,15.87,71.26
5764,2021-02-20 18:13:05+01:00,15.88,71.29
5763,2021-02-20 18:14:05+01:00,15.9,71.32
5762,2021-02-20 18:15:05+01:00,15.92,71.35
5761,2021-02-20 18:16:05+01:00,15.94,71.48
5760,2021-02-20 18:17:05+01:00,15.95,71.44
5759,2021-02-20 18:18:05+01:00,15.97,71.4
5758,2021-02-20 18:19:05+01:00,15.98,71.36
5757,2021-02-20 18:20:05+01:00,16.0,71.32
5756,2021-02-20 18:21:05+01:00,16.01,71.28
5755,2021-02-20 18:22:05+01:00,16.03,71.24
5754,2021-02-20 18:23:05+01:00,16.04,71.2
5753,2021-02-20 18:24:05+01:00,16.06,71.16
5752,2021-02-20 18:25:05+01:00,16.08,71.12
5751,2021-02-20 18:26:05+01:00,16.0,71.4
5750,2021-02-20 18:27:05+01:00,16.02,71.43
5749,2021-02-20 18:28:05+01:00,16.05,71.46
5748,2021-02-20 18:29:05+01:00,16.08,71.49
5747,2021-02-20 18:30:05+01:00,16.1,71.52
5746,2021-02-20 18:31:05+01:00,16.13,71.55
5745,2021-02-20 18:32:05+01:00,16.16,71.58
5744,2021-02-20 18:33:05+01:00,16.18,71.61
5743,2021-02-20 18:34:05+01:00,16.21,71.64
5742,2021-02-20 18:35:05+01:00,16.24,71.68
5741,2021-02-20 18:36:05+01:00,16.25,71.78
5740,2021-02-20 18:37:05+01:00,16.25,71.74
5739,2021-02-20 18:38:05+01:00,16.25,71.7
5738,2021-02-20 18:39:05+01:00,16.26,71.66
5737,2021-02-20 18:40:05+01:00,16.26,71.62
5736,2021-02-20 18:41:05+01:00,16.26,71.57
5735,2021-02-20 18:42:05+01:00,16.27,71.53
5734,2021-02-20 18:43:05+01:00,16.27,71.49
5733,2021-02-20 18:44:05+01:00,16.27,71.45
5732,2021-02-20 18:45:05+01:00,16.28,71.4
5731,2021-02-20 18:46:05+01:00,16.29,71.3
5730,2021-02-20 18:47:05+01:00,16.28,71.35
5729,2021-02-20 18:48:05+01:00,16.27,71.4
5728,2021-02-20 18:49:05+01:00,16.26,71.46
5727,2021-02-20 18:50:05+01:00,16.25,71.51
5726,2021-02-20 18:51:05+01:00,16.24,71.56
5725,2021-02-20 18:52:05+01:00,16.23,71.62
5724,2021-02-20 18:53:05+01:00,16.22,71.67
5723,2021-02-20 18:54:05+01:00,16.21,71.72
5722,2021-02-20 18:55:05+01:00,16.2,71.78
5721,2021-02-20 18:56:05+01:00,16.21,71.79
5720,2021-02-20 18:57:05+01:00,16.21,71.76
5719,2021-02-20 18:58:05+01:00,16.22,71.73
5718,2021-02-20 18:59:05+01:00,16.23,71.7
5717,2021-02-20 19:00:05+01:00,16.24,71.67
5716,2021-02-20 19:01:05+01:00,16.25,71.64
5715,2021-02-20 19:02:05+01:00,16.26,71.61
5714,2021-02-20 19:03:05+01:00,16.27,71.58
5713,2021-02-20 19:04:05+01:00,16.28,71.55
5712,2021-02-20 19:05:05+01:00,16.29,71.51
5711,2021-02-20 19:06:05+01:00,16.25,71.24
5710,2021-02-20 19:07:05+01:00,16.24,71.31
5709,2021-02-20 19:08:05+01:00,16.23,71.38
5708,2021-02-20 19:09:05+01:00,16.21,71.45
5707,2021-02-20 19:10:05+01:00,16.2,71.52
5706,2021-02-20 19:11:05+01:00,16.18,71.6
5705,2021-02-20 19:12:05+01:00,16.17,71.67
5704,2021-02-20 19:13:05+01:00,16.15,71.74
5703,2021-02-20 19:14:05+01:00,16.14,71.81
5702,2021-02-20 19:15:05+01:00,16.12,71.89
5701,2021-02-20 19:16:05+01:00,16.09,70.65
5700,2021-02-20 19:17:05+01:00,16.07,70.79
5699,2021-02-20 19:18:05+01:00,16.05,70.93
5698,2021-02-20 19:19:05+01:00,16.03,71.08
5697,2021-02-20 19:20:05+01:00,16.01,71.22
5696,2021-02-20 19:21:05+01:00,15.99,71.36
5695,2021-02-20 19:22:05+01:00,15.97,71.51
5694,2021-02-20 19:23:05+01:00,15.95,71.65
5693,2021-02-20 19:24:05+01:00,15.93,71.79
5692,2021-02-20 19:25:05+01:00,15.91,71.94
5691,2021-02-20 19:26:05+01:00,15.88,71.89
5690,2021-02-20 19:27:05+01:00,15.87,71.71
5689,2021-02-20 19:28:05+01:00,15.85,71.53
5688,2021-02-20 19:29:05+01:00,15.83,71.35
5687,2021-02-20 19:30:05+01:00,15.81,71.17
5686,2021-02-20 19:31:05+01:00,15.79,70.99
5685,2021-02-20 19:32:05+01:00,15.77,70.81
5684,2021-02-20 19:33:05+01:00,15.75,70.63
5683,2021-02-20 19:34:05+01:00,15.73,70.45
5682,2021-02-20 19:35:05+01:00,15.71,70.26
5681,2021-02-20 19:36:05+01:00,15.68,70.92
5680,2021-02-20 19:37:05+01:00,15.66,70.99
5679,2021-02-20 19:38:05+01:00,15.64,71.06
5678,2021-02-20 19:39:05+01:00,15.62,71.14
5677,2021-02-20 19:40:05+01:00,15.6,71.21
5676,2021-02-20 19:41:05+01:00,15.58,71.29
5675,2021-02-20 19:42:05+01:00,15.56,71.36
5674,2021-02-20 19:43:05+01:00,15.54,71.44
5673,2021-02-20 19:44:05+01:00,15.52,71.51
5672,2021-02-20 19:45:05+01:00,15.49,71.59
5671,2021-02-20 19:46:05+01:00,15.46,71.79
5670,2021-02-20 19:47:05+01:00,15.45,71.64
5669,2021-02-20 19:48:05+01:00,15.43,71.49
5668,2021-02-20 19:49:05+01:00,15.41,71.33
5667,2021-02-20 19:50:05+01:00,15.39,71.18
5666,2021-02-20 19:51:05+01:00,15.38,71.03
5665,2021-02-20 19:52:05+01:00,15.36,70.87
5664,2021-02-20 19:53:05+01:00,15.34,70.72
5663,2021-02-20 19:54:05+01:00,15.32,70.57
5662,2021-02-20 19:55:05+01:00,15.3,70.41
5661,2021-02-20 19:56:05+01:00,15.29,70.49
5660,2021-02-20 19:57:05+01:00,15.28,70.61
5659,2021-02-20 19:58:05+01:00,15.26,70.74
5658,2021-02-20 19:59:05+01:00,15.24,70.87
5657,2021-02-20 20:00:05+01:00,15.22,71.0
5656,2021-02-20 20:01:05+01:00,15.2,71.13
5655,2021-02-20 20:02:05+01:00,15.18,71.26
5654,2021-02-20 20:03:05+01:00,15.16,71.39
5653,2021-02-20 20:04:05+01:00,15.14,71.52
5652,2021-02-20 20:05:05+01:00,15.12,71.65
5651,2021-02-20 20:06:05+01:00,15.1,69.45
5650,2021-02-20 20:07:05+01:00,15.08,69.66
5649,2021-02-20 20:08:05+01:00,15.06,69.88
5648,2021-02-20 20:09:05+01:00,15.04,70.09
5647,2021-02-20 20:10:05+01:00,15.02,70.31
5646,2021-02-20 20:11:05+01:00,15.0,70.52
5645,2021-02-20 20:12:05+01:00,14.98,70.74
5644,2021-02-20 20:13:05+01:00,14.96,70.95
5643,2021-02-20 20:14:05+01:00,14.94,71.17
5642,2021-02-20 20:15:05+01:00,14.91,71.39
5641,2021-02-20 20:16:05+01:00,14.99,71.21
5640,2021-02-20 20:17:05+01:00,14.97,71.26
5639,2021-02-20 20:18:05+01:00,14.94,71.32
5638,2021-02-20 20:19:05+01:00,14.91,71.37
5637,2021-02-20 20:20:05+01:00,14.88,71.43
5636,2021-02-20 20:21:05+01:00,14.86,71.48
5635,2021-02-20 20:22:05+01:00,14.83,71.54
5634,2021-02-20 20:23:05+01:00,14.8,71.59
5633,2021-02-20 20:24:05+01:00,14.77,71.65
5632,2021-02-20 20:25:05+01:00,14.74,71.71
5631,2021-02-20 20:26:05+01:00,14.79,71.85
5630,2021-02-20 20:27:05+01:00,14.77,71.78
5629,2021-02-20 20:28:05+01:00,14.75,71.71
5628,2021-02-20 20:29:05+01:00,14.72,71.64
5627,2021-02-20 20:30:05+01:00,14.7,71.57
5626,2021-02-20 20:31:05+01:00,14.67,71.49
5625,2021-02-20 20:32:05+01:00,14.65,71.42
5624,2021-02-20 20:33:05+01:00,14.62,71.35
5623,2021-02-20 20:34:05+01:00,14.6,71.28
5622,2021-02-20 20:35:05+01:00,14.57,71.2
5621,2021-02-20 20:36:05+01:00,14.55,71.74
5620,2021-02-20 20:37:05+01:00,14.54,71.56
5619,2021-02-20 20:38:05+01:00,14.52,71.37
5618,2021-02-20 20:39:05+01:00,14.5,71.18
5617,2021-02-20 20:40:05+01:00,14.49,71.0
5616,2021-02-20 20:41:05+01:00,14.47,70.81
5615,2021-02-20 20:42:05+01:00,14.45,70.62
5614,2021-02-20 20:43:05+01:00,14.44,70.44
5613,2021-02-20 20:44:05+01:00,14.42,70.25
5612,2021-02-20 20:45:05+01:00,14.4,70.06
5611,2021-02-20 20:46:05+01:00,14.38,69.94
5610,2021-02-20 20:47:05+01:00,14.39,69.92
5609,2021-02-20 20:48:05+01:00,14.4,69.89
5608,2021-02-20 20:49:05+01:00,14.41,69.87
5607,2021-02-20 20:50:05+01:00,14.42,69.84
5606,2021-02-20 20:51:05+01:00,14.44,69.82
5605,2021-02-20 20:52:05+01:00,14.45,69.79
5604,2021-02-20 20:53:05+01:00,14.46,69.77
5603,2021-02-20 20:54:05+01:00,14.47,69.74
5602,2021-02-20 20:55:05+01:00,14.49,69.71
5601,2021-02-20 20:56:05+01:00,14.38,69.76
5600,2021-02-20 20:57:05+01:00,14.38,69.79
5599,2021-02-20 20:58:05+01:00,14.37,69.82
5598,2021-02-20 20:59:05+01:00,14.36,69.85
5597,2021-02-20 21:00:05+01:00,14.36,69.88
5596,2021-02-20 21:01:05+01:00,14.35,69.92
5595,2021-02-20 21:02:05+01:00,14.34,69.95
5594,2021-02-20 21:03:05+01:00,14.34,69.98
5593,2021-02-20 21:04:05+01:00,14.33,70.01
5592,2021-02-20 21:05:05+01:00,14.32,70.05
5591,2021-02-20 21:06:05+01:00,14.38,70.07
5590,2021-02-20 21:07:05+01:00,14.36,70.09
5589,2021-02-20 21:08:05+01:00,14.34,70.12
5588,2021-02-20 21:09:05+01:00,14.32,70.15
5587,2021-02-20 21:10:05+01:00,14.3,70.18
5586,2021-02-20 21:11:05+01:00,14.28,70.21
5585,2021-02-20 21:12:05+01:00,14.26,70.24
5584,2021-02-20 21:13:05+01:00,14.24,70.27
5583,2021-02-20 21:14:05+01:00,14.22,70.3
5582,2021-02-20 21:15:05+01:00,14.2,70.33
5581,2021-02-20 21:16:05+01:00,14.17,70.36
5580,2021-02-20 21:17:05+01:00,14.16,70.39
5579,2021-02-20 21:18:05+01:00,14.15,70.43
5578,2021-02-20 21:19:05+01:00,14.13,70.47
5577,2021-02-20 21:20:05+01:00,14.12,70.51
5576,2021-02-20 21:21:05+01:00,14.1,70.55
5575,2021-02-20 21:22:05+01:00,14.09,70.59
5574,2021-02-20 21:23:05+01:00,14.07,70.63
5573,2021-02-20 21:24:05+01:00,14.06,70.67
5572,2021-02-20 21:25:05+01:00,14.04,70.71
5571,2021-02-20 21:26:05+01:00,14.09,70.74
5570,2021-02-20 21:27:05+01:00,14.07,70.76
5569,2021-02-20 21:28:05+01:00,14.05,70.78
5568,2021-02-20 21:29:05+01:00,14.02,70.8
5567,2021-02-20 21:30:05+01:00,14.0,70.82
5566,2021-02-20 21:31:05+01:00,13.98,70.85
5565,2021-02-20 21:32:05+01:00,13.95,70.87
5564,2021-02-20 21:33:05+01:00,13.93,70.89
5563,2021-02-20 21:34:05+01:00,13.91,70.91
5562,2021-02-20 21:35:05+01:00,13.88,70.94
5561,2021-02-20 21:36:05+01:00,13.89,70.96
5560,2021-02-20 21:37:05+01:00,13.88,70.98
5559,2021-02-20 21:38:05+01:00,13.86,71.01
5558,2021-02-20 21:39:05+01:00,13.84,71.04
5557,2021-02-20 21:40:05+01:00,13.82,71.07
5556,2021-02-20 21:41:05+01:00,13.81,71.1
5555,2021-02-20 21:42:05+01:00,13.79,71.13
5554,2021-02-20 21:43:05+01:00,13.77,71.16
5553,2021-02-20 21:44:05+01:00,13.75,71.19
5552,2021-02-20 21:45:05+01:00,13.73,71.22
5551,2021-02-20 21:46:05+01:00,13.79,71.22
5550,2021-02-20 21:47:05+01:00,13.77,71.23
5549,2021-02-20 21:48:05+01:00,13.74,71.25
5548,2021-02-20 21:49:05+01:00,13.71,71.27
5547,2021-02-20 21:50:05+01:00,13.68,71.29
5546,2021-02-20 21:51:05+01:00,13.65,71.31
5545,2021-02-20 21:52:05+01:00,13.62,71.33
5544,2021-02-20 21:53:05+01:00,13.59,71.35
5543,2021-02-20 21:54:05+01:00,13.56,71.37
5542,2021-02-20 21:55:05+01:00,13.53,71.39
5541,2021-02-20 21:56:05+01:00,13.52,71.41
5540,2021-02-20 21:57:05+01:00,13.51,71.43
5539,2021-02-20 21:58:05+01:00,13.49,71.45
5538,2021-02-20 21:59:05+01:00,13.47,71.47
5537,2021-02-20 22:00:05+01:00,13.45,71.49
5536,2021-02-20 22:01:05+01:00,13.44,71.51
5535,2021-02-20 22:02:05+01:00,13.42,71.53
5534,2021-02-20 22:03:05+01:00,13.4,71.55
5533,2021-02-20 22:04:05+01:00,13.38,71.57
5532,2021-02-20 22:05:05+01:00,13.36,71.59
5531,2021-02-20 22:06:05+01:00,13.39,71.59
5530,2021-02-20 22:07:05+01:00,13.37,71.6
5529,2021-02-20 22:08:05+01:00,13.35,71.61
5528,2021-02-20 22:09:05+01:00,13.33,71.62
5527,2021-02-20 22:10:05+01:00,13.31,71.63
5526,2021-02-20 22:11:05+01:00,13.29,71.64
5525,2021-02-20 22:12:05+01:00,13.27,71.65
5524,2021-02-20 22:13:05+01:00,13.25,71.66
5523,2021-02-20 22:14:05+01:00,13.23,71.67
5522,2021-02-20 22:15:05+01:00,13.2,71.69
5521,2021-02-20 22:16:05+01:00,13.17,71.65
5520,2021-02-20 22:17:05+01:00,13.16,71.66
5519,2021-02-20 22:18:05+01:00,13.14,71.67
5518,2021-02-20 22:19:05+01:00,13.13,71.68
5517,2021-02-20 22:20:05+01:00,13.11,71.69
5516,2021-02-20 22:21:05+01:00,13.1,71.71
5515,2021-02-20 22:22:05+01:00,13.08,71.72
5514,2021-02-20 22:23:05+01:00,13.07,71.73
5513,2021-02-20 22:24:05+01:00,13.05,71.74
5512,2021-02-20 22:25:05+01:00,13.03,71.76
5511,2021-02-20 22:26:05+01:00,13.0,71.71
5510,2021-02-20 22:27:05+01:00,12.99,71.72
5509,2021-02-20 22:28:05+01:00,12.97,71.74
5508,2021-02-20 22:29:05+01:00,12.95,71.76
5507,2021-02-20 22:30:05+01:00,12.93,71.78
5506,2021-02-20 22:31:05+01:00,12.92,71.8
5505,2021-02-20 22:32:05+01:00,12.9,71.82
5504,2021-02-20 22:33:05+01:00,12.88,71.84
5503,2021-02-20 22:34:05+01:00,12.86,71.86
5502,2021-02-20 22:35:05+01:00,12.84,71.88
5501,2021-02-20 22:36:05+01:00,12.82,71.83
5500,2021-02-20 22:37:05+01:00,12.81,71.83
5499,2021-02-20 22:38:05+01:00,12.79,71.84
5498,2021-02-20 22:39:05+01:00,12.78,71.85
5497,2021-02-20 22:40:05+01:00,12.76,71.86
5496,2021-02-20 22:41:05+01:00,12.75,71.86
5495,2021-02-20 22:42:05+01:00,12.73,71.87
5494,2021-02-20 22:43:05+01:00,12.72,71.88
5493,2021-02-20 22:44:05+01:00,12.7,71.89
5492,2021-02-20 22:45:05+01:00,12.68,71.9
5491,2021-02-20 22:46:05+01:00,12.69,71.9
5490,2021-02-20 22:47:05+01:00,12.68,71.9
5489,2021-02-20 22:48:05+01:00,12.66,71.91
5488,2021-02-20 22:49:05+01:00,12.64,71.92
5487,2021-02-20 22:50:05+01:00,12.62,71.93
5486,2021-02-20 22:51:05+01:00,12.6,71.93
5485,2021-02-20 22:52:05+01:00,12.58,71.94
5484,2021-02-20 22:53:05+01:00,12.56,71.95
5483,2021-02-20 22:54:05+01:00,12.54,71.96
5482,2021-02-20 22:55:05+01:00,12.52,71.97
5481,2021-02-20 22:56:05+01:00,12.5,71.94
5480,2021-02-20 22:57:05+01:00,12.49,71.94
5479,2021-02-20 22:58:05+01:00,12.47,71.95
5478,2021-02-20 22:59:05+01:00,12.45,71.96
5477,2021-02-20 23:00:05+01:00,12.44,71.97
5476,2021-02-20 23:01:05+01:00,12.42,71.98
5475,2021-02-20 23:02:05+01:00,12.4,71.99
5474,2021-02-20 23:03:05+01:00,12.39,72.0
5473,2021-02-20 23:04:05+01:00,12.37,72.01
5472,2021-02-20 23:05:05+01:00,12.35,72.02
5471,2021-02-20 23:06:05+01:00,12.33,72.09
5470,2021-02-20 23:07:05+01:00,12.32,72.08
5469,2021-02-20 23:08:05+01:00,12.31,72.06
5468,2021-02-20 23:09:05+01:00,12.29,72.04
5467,2021-02-20 23:10:05+01:00,12.28,72.02
5466,2021-02-20 23:11:05+01:00,12.27,72.01
5465,2021-02-20 23:12:05+01:00,12.25,71.99
5464,2021-02-20 23:13:05+01:00,12.24,71.97
5463,2021-02-20 23:14:05+01:00,12.23,71.95
5462,2021-02-20 23:15:05+01:00,12.21,71.93
5461,2021-02-20 23:16:05+01:00,12.18,72.01
5460,2021-02-20 23:17:05+01:00,12.17,72.01
5459,2021-02-20 23:18:05+01:00,12.15,72.02
5458,2021-02-20 23:19:05+01:00,12.14,72.03
5457,2021-02-20 23:20:05+01:00,12.12,72.04
5456,2021-02-20 23:21:05+01:00,12.11,72.04
5455,2021-02-20 23:22:05+01:00,12.09,72.05
5454,2021-02-20 23:23:05+01:00,12.08,72.06
5453,2021-02-20 23:24:05+01:00,12.06,72.07
5452,2021-02-20 23:25:05+01:00,12.04,72.08
5451,2021-02-20 23:26:05+01:00,12.09,72.06
5450,2021-02-20 23:27:05+01:00,12.07,72.06
5449,2021-02-20 23:28:05+01:00,12.05,72.06
5448,2021-02-20 23:29:05+01:00,12.02,72.05
5447,2021-02-20 23:30:05+01:00,12.0,72.05
5446,2021-02-20 23:31:05+01:00,11.98,72.05
5445,2021-02-20 23:32:05+01:00,11.95,72.04
5444,2021-02-20 23:33:05+01:00,11.93,72.04
5443,2021-02-20 23:34:05+01:00,11.91,72.04
5442,2021-02-20 23:35:05+01:00,11.88,72.03
5441,2021-02-20 23:36:05+01:00,11.89,72.0
5440,2021-02-20 23:37:05+01:00,11.88,72.0
5439,2021-02-20 23:38:05+01:00,11.86,72.01
5438,2021-02-20 23:39:05+01:00,11.84,72.02
5437,2021-02-20 23:40:05+01:00,11.82,72.03
5436,2021-02-20 23:41:05+01:00,11.81,72.03
5435,2021-02-20 23:42:05+01:00,11.79,72.04
5434,2021-02-20 23:43:05+01:00,11.77,72.05
5433,2021-02-20 23:44:05+01:00,11.75,72.06
5432,2021-02-20 23:45:05+01:00,11.73,72.07
5431,2021-02-20 23:46:05+01:00,11.79,72.1
5430,2021-02-20 23:47:05+01:00,11.77,72.1
5429,2021-02-20 23:48:05+01:00,11.75,72.11
5428,2021-02-20 23:49:05+01:00,11.73,72.12
5427,2021-02-20 23:50:05+01:00,11.71,72.13
5426,2021-02-20 23:51:05+01:00,11.69,72.13
5425,2021-02-20 23:52:05+01:00,11.67,72.14
5424,2021-02-20 23:53:05+01:00,11.65,72.15
5423,2021-02-20 23:54:05+01:00,11.63,72.16
5422,2021-02-20 23:55:05+01:00,11.6,72.17
5421,2021-02-20 23:56:05+01:00,11.59,72.18
5420,2021-02-20 23:57:05+01:00,11.58,72.18
5419,2021-02-20 23:58:05+01:00,11.56,72.17
5418,2021-02-20 23:59:05+01:00,11.54,72.16
5417,2021-02-21 00:00:05+01:00,11.53,72.15
5416,2021-02-21 00:01:05+01:00,11.51,72.14
5415,2021-02-21 00:02:05+01:00,11.49,72.13
5414,2021-02-21 00:03:05+01:00,11.48,72.12
5413,2021-02-21 00:04:05+01:00,11.46,72.11
5412,2021-02-21 00:05:05+01:00,11.44,72.1
5411,2021-02-21 00:06:05+01:00,11.49,72.11
5410,2021-02-21 00:07:05+01:00,11.47,72.11
5409,2021-02-21 00:08:05+01:00,11.45,72.11
5408,2021-02-21 00:09:05+01:00,11.43,72.11
5407,2021-02-21 00:10:05+01:00,11.41,72.11
5406,2021-02-21 00:11:05+01:00,11.39,72.12
5405,2021-02-21 00:12:05+01:00,11.37,72.12
5404,2021-02-21 00:13:05+01:00,11.35,72.12
5403,2021-02-21 00:14:05+01:00,11.33,72.12
5402,2021-02-21 00:15:05+01:00,11.31,72.13
5401,2021-02-21 00:16:05+01:00,11.3,72.13
5400,2021-02-21 00:17:05+01:00,11.29,72.13
5399,2021-02-21 00:18:05+01:00,11.28,72.13
5398,2021-02-21 00:19:05+01:00,11.26,72.14
5397,2021-02-21 00:20:05+01:00,11.25,72.14
5396,2021-02-21 00:21:05+01:00,11.24,72.14
5395,2021-02-21 00:22:05+01:00,11.22,72.15
5394,2021-02-21 00:23:05+01:00,11.21,72.15
5393,2021-02-21 00:24:05+01:00,11.2,72.15
5392,2021-02-21 00:25:05+01:00,11.18,72.16
5391,2021-02-21 00:26:05+01:00,11.16,72.15
5390,2021-02-21 00:27:05+01:00,11.15,72.15
5389,2021-02-21 00:28:05+01:00,11.13,72.15
5388,2021-02-21 00:29:05+01:00,11.12,72.15
5387,2021-02-21 00:30:05+01:00,11.1,72.15
5386,2021-02-21 00:31:05+01:00,11.09,72.14
5385,2021-02-21 00:32:05+01:00,11.07,72.14
5384,2021-02-21 00:33:05+01:00,11.06,72.14
5383,2021-02-21 00:34:05+01:00,11.04,72.14
5382,2021-02-21 00:35:05+01:00,11.02,72.13
5381,2021-02-21 00:36:05+01:00,11.02,72.14
5380,2021-02-21 00:37:05+01:00,11.01,72.14
5379,2021-02-21 00:38:05+01:00,11.0,72.14
5378,2021-02-21 00:39:05+01:00,10.98,72.15
5377,2021-02-21 00:40:05+01:00,10.97,72.15
5376,2021-02-21 00:41:05+01:00,10.96,72.16
5375,2021-02-21 00:42:05+01:00,10.94,72.16
5374,2021-02-21 00:43:05+01:00,10.93,72.17
5373,2021-02-21 00:44:05+01:00,10.92,72.17
5372,2021-02-21 00:45:05+01:00,10.9,72.18
5371,2021-02-21 00:46:05+01:00,10.89,72.16
5370,2021-02-21 00:47:05+01:00,10.88,72.16
5369,2021-02-21 00:48:05+01:00,10.87,72.16
5368,2021-02-21 00:49:05+01:00,10.85,72.16
5367,2021-02-21 00:50:05+01:00,10.84,72.16
5366,2021-02-21 00:51:05+01:00,10.82,72.15
5365,2021-02-21 00:52:05+01:00,10.81,72.15
5364,2021-02-21 00:53:05+01:00,10.79,72.15
5363,2021-02-21 00:54:05+01:00,10.78,72.15
5362,2021-02-21 00:55:05+01:00,10.76,72.14
5361,2021-02-21 00:56:05+01:00,10.78,72.1
5360,2021-02-21 00:57:05+01:00,10.77,72.11
5359,2021-02-21 00:58:05+01:00,10.75,72.12
5358,2021-02-21 00:59:05+01:00,10.73,72.13
5357,2021-02-21 01:00:05+01:00,10.71,72.14
5356,2021-02-21 01:01:05+01:00,10.69,72.15
5355,2021-02-21 01:02:05+01:00,10.67,72.16
5354,2021-02-21 01:03:05+01:00,10.65,72.17
5353,2021-02-21 01:04:05+01:00,10.63,72.18
5352,2021-02-21 01:05:05+01:00,10.61,72.19
5351,2021-02-21 01:06:05+01:00,10.6,72.1
5350,2021-02-21 01:07:05+01:00,10.59,72.1
5349,2021-02-21 01:08:05+01:00,10.58,72.11
5348,2021-02-21 01:09:05+01:00,10.56,72.12
5347,2021-02-21 01:10:05+01:00,10.55,72.12
5346,2021-02-21 01:11:05+01:00,10.53,72.13
5345,2021-02-21 01:12:05+01:00,10.52,72.14
5344,2021-02-21 01:13:05+01:00,10.5,72.14
5343,2021-02-21 01:14:05+01:00,10.49,72.15
5342,2021-02-21 01:15:05+01:00,10.47,72.16
5341,2021-02-21 01:16:05+01:00,10.47,72.16
5340,2021-02-21 01:17:05+01:00,10.46,72.16
5339,2021-02-21 01:18:05+01:00,10.45,72.16
5338,2021-02-21 01:19:05+01:00,10.43,72.15
5337,2021-02-21 01:20:05+01:00,10.42,72.15
5336,2021-02-21 01:21:05+01:00,10.4,72.14
5335,2021-02-21 01:22:05+01:00,10.39,72.14
5334,2021-02-21 01:23:05+01:00,10.37,72.13
5333,2021-02-21 01:24:05+01:00,10.36,72.13
5332,2021-02-21 01:25:05+01:00,10.34,72.12
5331,2021-02-21 01:26:05+01:00,10.32,72.12
5330,2021-02-21 01:27:05+01:00,10.31,72.12
5329,2021-02-21 01:28:05+01:00,10.3,72.13
5328,2021-02-21 01:29:05+01:00,10.29,72.13
5327,2021-02-21 01:30:05+01:00,10.28,72.14
5326,2021-02-21 01:31:05+01:00,10.26,72.14
5325,2021-02-21 01:32:05+01:00,10.25,72.15
5324,2021-02-21 01:33:05+01:00,10.24,72.15
5323,2021-02-21 01:34:05+01:00,10.23,72.16
5322,2021-02-21 01:35:05+01:00,10.21,72.17
5321,2021-02-21 01:36:05+01:00,10.29,72.17
5320,2021-02-21 01:37:05+01:00,10.27,72.17
5319,2021-02-21 01:38:05+01:00,10.25,72.17
5318,2021-02-21 01:39:05+01:00,10.22,72.16
5317,2021-02-21 01:40:05+01:00,10.2,72.16
5316,2021-02-21 01:41:05+01:00,10.18,72.16
5315,2021-02-21 01:42:05+01:00,10.15,72.15
5314,2021-02-21 01:43:05+01:00,10.13,72.15
5313,2021-02-21 01:44:05+01:00,10.11,72.15
5312,2021-02-21 01:45:05+01:00,10.08,72.14
5311,2021-02-21 01:46:05+01:00,10.09,72.16
